指令,模型名称,提示词方法,解析成功率,解析正确率,响应时间(s),解析结果,错误信息,错误类型,复杂度分级,意图标签,意图识别准确率,参数抽取准确率,合法JSON率,参数匹配F1,失败兜底成功率,area_正确率,drone_num_正确率,path_正确率,has_obstacle_正确率,obstacle_position_正确率,height_正确率
"紧急巡检G07地块，9 台无人机，(183,87)处有大树，高度9米！！！",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.5599,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"紧急巡检G07地块，9 台无人机，(183,87)处有大树，高度9米！！！",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.3938,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"紧急巡检G07地块，9 台无人机，(183,87)处有大树，高度9米！！！",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4152,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"紧急巡检G07地块，9 台无人机，(183,87)处有大树，高度9米！！！",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.5515,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"紧急巡检G07地块，9 台无人机，(183,87)处有大树，高度9米！！！",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.585,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
M05地块施肥作业，7台无人机，之字形(zigzag)路径，大概高度5米，发现障碍自动绕开,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.3981,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
M05地块施肥作业，7台无人机，之字形(zigzag)路径，大概高度5米，发现障碍自动绕开,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.5572,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
M05地块施肥作业，7台无人机，之字形(zigzag)路径，大概高度5米，发现障碍自动绕开,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.3923,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
M05地块施肥作业，7台无人机，之字形(zigzag)路径，大概高度5米，发现障碍自动绕开,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.5199,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
M05地块施肥作业，7台无人机，之字形(zigzag)路径，大概高度5米，发现障碍自动绕开,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.7607,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
S00地块施肥作业 2台无人机 圆形(round)路径 高度30 米左右  有树木障碍,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4271,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
S00地块施肥作业 2台无人机 圆形(round)路径 高度30 米左右  有树木障碍,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.5094,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
S00地块施肥作业 2台无人机 圆形(round)路径 高度30 米左右  有树木障碍,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.5363,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
S00地块施肥作业 2台无人机 圆形(round)路径 高度30 米左右  有树木障碍,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.5011,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
S00地块施肥作业 2台无人机 圆形(round)路径 高度30 米左右  有树木障碍,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4573,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
D02地块喷药作业，1台无人机，飞行高度8米，无障碍物，grid路径,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4177,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
D02地块喷药作业，1台无人机，飞行高度8米，无障碍物，grid路径,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4728,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
D02地块喷药作业，1台无人机，飞行高度8米，无障碍物，grid路径,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.3107,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
D02地块喷药作业，1台无人机，飞行高度8米，无障碍物，grid路径,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.6037,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
D02地块喷药作业，1台无人机，飞行高度8米，无障碍物，grid路径,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4528,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
高清拍摄D09地块病虫害 7台无人机 高度7 米左右  多个障碍 坐标暂不指定,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.3864,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
高清拍摄D09地块病虫害 7台无人机 高度7 米左右  多个障碍 坐标暂不指定,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.3688,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
高清拍摄D09地块病虫害 7台无人机 高度7 米左右  多个障碍 坐标暂不指定,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.5809,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
高清拍摄D09地块病虫害 7台无人机 高度7 米左右  多个障碍 坐标暂不指定,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.3721,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
高清拍摄D09地块病虫害 7台无人机 高度7 米左右  多个障碍 坐标暂不指定,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4262,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
R09地块先巡检后喷药 8台无人机 zigzag路径 高度8 米左右  发现障碍自动绕开,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.6065,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
R09地块先巡检后喷药 8台无人机 zigzag路径 高度8 米左右  发现障碍自动绕开,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.3484,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
R09地块先巡检后喷药 8台无人机 zigzag路径 高度8 米左右  发现障碍自动绕开,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4369,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
R09地块先巡检后喷药 8台无人机 zigzag路径 高度8 米左右  发现障碍自动绕开,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.51,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
R09地块先巡检后喷药 8台无人机 zigzag路径 高度8 米左右  发现障碍自动绕开,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.5885,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
I04地块喷药作业 6台无人机 飞行高度13 米左右  有树木障碍 zigzag路径,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.3979,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
I04地块喷药作业 6台无人机 飞行高度13 米左右  有树木障碍 zigzag路径,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.3276,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
I04地块喷药作业 6台无人机 飞行高度13 米左右  有树木障碍 zigzag路径,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.5052,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
I04地块喷药作业 6台无人机 飞行高度13 米左右  有树木障碍 zigzag路径,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4995,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
I04地块喷药作业 6台无人机 飞行高度13 米左右  有树木障碍 zigzag路径,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.399,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量施肥C07,P02地块，4台无人机，高度18米，障碍位置大概在(180,120)附近",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4533,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量施肥C07,P02地块，4台无人机，高度18米，障碍位置大概在(180,120)附近",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.529,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量施肥C07,P02地块，4台无人机，高度18米，障碍位置大概在(180,120)附近",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.3302,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量施肥C07,P02地块，4台无人机，高度18米，障碍位置大概在(180,120)附近",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.431,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量施肥C07,P02地块，4台无人机，高度18米，障碍位置大概在(180,120)附近",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.3886,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量巡检S01,L01地块，每块3台无人机，总数量6台，高度30米",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.3643,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量巡检S01,L01地块，每块3台无人机，总数量6台，高度30米",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.385,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量巡检S01,L01地块，每块3台无人机，总数量6台，高度30米",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.5768,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量巡检S01,L01地块，每块3台无人机，总数量6台，高度30米",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.3561,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量巡检S01,L01地块，每块3台无人机，总数量6台，高度30米",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4878,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"对Q09地块喷洒农药 9台无人机 zigzag路径 高度15 米左右  避开(150,70)障碍",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4715,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"对Q09地块喷洒农药 9台无人机 zigzag路径 高度15 米左右  避开(150,70)障碍",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4657,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"对Q09地块喷洒农药 9台无人机 zigzag路径 高度15 米左右  避开(150,70)障碍",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4069,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"对Q09地块喷洒农药 9台无人机 zigzag路径 高度15 米左右  避开(150,70)障碍",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.5894,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"对Q09地块喷洒农药 9台无人机 zigzag路径 高度15 米左右  避开(150,70)障碍",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.446,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量巡检J07,R03,T01,E04地块，每块3台无人机，总数量12台，大概高度9米",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4536,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量巡检J07,R03,T01,E04地块，每块3台无人机，总数量12台，大概高度9米",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.2859,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量巡检J07,R03,T01,E04地块，每块3台无人机，总数量12台，大概高度9米",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4702,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量巡检J07,R03,T01,E04地块，每块3台无人机，总数量12台，大概高度9米",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.3915,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"批量巡检J07,R03,T01,E04地块，每块3台无人机，总数量12台，大概高度9米",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.3117,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
O08地块先巡检后喷药，8台无人机，round路径，高度8米，存在电线杆障碍,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4638,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
O08地块先巡检后喷药，8台无人机，round路径，高度8米，存在电线杆障碍,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.5376,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
O08地块先巡检后喷药，8台无人机，round路径，高度8米，存在电线杆障碍,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4391,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
O08地块先巡检后喷药，8台无人机，round路径，高度8米，存在电线杆障碍,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.5013,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
O08地块先巡检后喷药，8台无人机，round路径，高度8米，存在电线杆障碍,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.422,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
Q02地块病虫害检测，5台无人机，圆形(round)路径，高度20米，无障碍物,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.3273,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
Q02地块病虫害检测，5台无人机，圆形(round)路径，高度20米，无障碍物,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.3999,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
Q02地块病虫害检测，5台无人机，圆形(round)路径，高度20米，无障碍物,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4269,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
Q02地块病虫害检测，5台无人机，圆形(round)路径，高度20米，无障碍物,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4333,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
Q02地块病虫害检测，5台无人机，圆形(round)路径，高度20米，无障碍物,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.5985,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"L06,K06地块分别巡检和施肥，1台/块，总2台，高度18米！！！（紧急）",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4182,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"L06,K06地块分别巡检和施肥，1台/块，总2台，高度18米！！！（紧急）",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4573,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"L06,K06地块分别巡检和施肥，1台/块，总2台，高度18米！！！（紧急）",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.5444,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"L06,K06地块分别巡检和施肥，1台/块，总2台，高度18米！！！（紧急）",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.3382,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
"L06,K06地块分别巡检和施肥，1台/块，总2台，高度18米！！！（紧急）",glm-4-7-251222,结构化提示词+合法性校验,False,False,1.3686,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
T07地块先巡检后喷药，4台无人机，grid路径，高度20米，有树木障碍！！！（紧急）,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.564,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
T07地块先巡检后喷药，4台无人机，grid路径，高度20米，有树木障碍！！！（紧急）,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4174,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
T07地块先巡检后喷药，4台无人机，grid路径，高度20米，有树木障碍！！！（紧急）,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4198,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
T07地块先巡检后喷药，4台无人机，grid路径，高度20米，有树木障碍！！！（紧急）,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4541,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
T07地块先巡检后喷药，4台无人机，grid路径，高度20米，有树木障碍！！！（紧急）,glm-4-7-251222,结构化提示词+合法性校验,False,False,1.4541,,"Error code: 429 - {'error': {'code': 'SetLimitExceeded', 'message': 'Your account [2111725843] has reached the set inference limit for the [glm-4-7] model, and the model service has been paused. To co",API调用失败,,,False,0.0,False,0.0,False,False,False,False,False,False,False
